Metric,Optimized_Portfolio,Benchmark_NIFTY50
sharpe_ratio,-0.22398282423092006,-1.3373062024127547
sortino_ratio,0.05218923943562613,-2.1600519335744974
max_drawdown,-0.13030029177909616,-0.09316099651300692
std_dev,0.28653176947752523,0.15347139153461267
