Portfolio,Overall Profit (%),Last 1 Year Profit (%),Last 60 Days Profit (%),Sharpe Ratio,Sortino Ratio,Max Drawdown
"TI, ARVIND, TRENT, BSE, ABCAPITAL",2179.7166066858344,294.8781204105157,26.881041372809733,0.6127606709346719,4.99398129741838,-0.6113549448234931
"TI, TRENT, INDIAGLYCO, PERSISTENT, ABCAPITAL",2147.0241342518593,145.93059118276406,29.824076133162116,0.6270320530764264,4.613287521499929,-0.5867984464952849
"TI, ARVIND, PERSISTENT, BSE, COFORGE",2131.3497270520293,407.5864168703215,51.39979433319295,0.6033587682618289,4.336167286031846,-0.7200060077966465
"TI, PRECWIRE, PERSISTENT, COFORGE, ANGELONE",2119.119473976124,202.43327692557534,43.53452291968327,0.6857566564735527,7.251768886646904,-0.5740120510084955
"TI, PRECWIRE, INDIAGLYCO, PERSISTENT, COFORGE",2116.6578618383655,230.23031899441003,61.3152689534606,0.6000329630478539,4.37420402984577,-0.6548925603367608
"TI, ARVIND, PRECWIRE, BSE, ANGELONE",2100.953035415901,495.8358728661761,28.617582325358203,0.6797866138141125,7.759722122339591,-0.7534512093386058
"TI, INDIAGLYCO, PERSISTENT, BSE, BHARTIARTL",2093.9265764507513,301.03091944953474,58.48661131096928,0.6237842596233243,4.874170810737178,-0.5294811222556421
"TI, ARVIND, TRENT, PERSISTENT, ABCAPITAL",2086.108514284232,180.42484865889833,28.33663839964482,0.621097401351289,5.0792087440729246,-0.6190648857196696
"PERSISTENT, BSE, COFORGE, ANGELONE, ABCAPITAL",2084.2034583278933,273.90305325878956,25.63029914416186,0.6794092044472615,7.524001923894856,-0.5247395372642053
"TI, PRECWIRE, PERSISTENT, BSE, BHARTIARTL",2082.369631864817,334.09889537064396,50.00308252725452,0.614419880512152,5.602496344861531,-0.5353291948745408
"TI, BSE, UNIONBANK, ABCAPITAL, BAJFINANCE",2070.053368535683,162.12680218625047,31.814453534205846,0.6465717301458654,3.2422933451317495,-0.6389394550942337
"TI, PRECWIRE, BSE, COFORGE, ANGELONE",2052.287364782853,327.2819051453741,43.62229161407338,0.6982758845006088,7.151319369553847,-0.6178966452412714
"TI, TRENT, BSE, BHARTIARTL, BAJFINANCE",2051.6426204651534,223.94865900399682,40.03029605150989,0.6569778902152587,4.9405140850496325,-0.4696432912270502
"TI, TRENT, PERSISTENT, BSE, ANGELONE",2047.004451633607,444.0640952806919,29.61623814090877,0.6950193703408392,7.928157507095893,-0.6722125568768652
"TI, PERSISTENT, BSE, HCG, BAJFINANCE",2045.2254795061033,246.9571099466762,47.32363673904902,0.604722022455876,4.186967278097664,-0.6833172025515745
"PRECWIRE, INDIAGLYCO, PERSISTENT, BSE, COFORGE",2039.1114269270076,435.2453636665836,57.85313011075066,0.5792235594702223,4.233813045188629,-0.7855877567489408
"TI, PRECWIRE, BSE, COFORGE, BAJFINANCE",2032.124736062337,222.7667644897525,42.90441745500944,0.6223160138199726,3.6547729426451525,-0.6058082702738928
"TI, PRECWIRE, PERSISTENT, BSE, ANGELONE",2030.7307125931075,332.89515323427423,34.56814857192345,0.6611094115614917,8.418315315672352,-0.6636773966094514
"TI, BSE, COFORGE, UNIONBANK, ABCAPITAL",2028.5289487976595,246.6294981930696,29.366705558067352,0.6168342290312536,4.0460870777639375,-0.6234514174914716
"TI, ARVIND, PERSISTENT, BSE, ANGELONE",2013.7002748388827,358.31880839165126,25.56392594861203,0.6673282593253558,7.824186308836379,-0.6949331466099702
"PRECWIRE, PERSISTENT, BSE, ANGELONE, BAJFINANCE",2012.8391260720186,228.68381583715185,34.96873884546188,0.6504227896937753,8.180176040209068,-0.5667170745783988
"TRENT, PRECWIRE, PERSISTENT, BSE, ANGELONE",2010.522123859803,381.18668077138153,26.28715883247299,0.686109165211748,8.32348833027915,-0.6531439057464611
"TRENT, PRECWIRE, INDIAGLYCO, PERSISTENT, ANGELONE",1985.1750812095336,252.94606879942938,32.857460507499404,0.7027727130417482,6.449259814103227,-0.5636114882392378
"TI, INDIAGLYCO, PERSISTENT, ABCAPITAL, BAJFINANCE",1981.9080122686103,81.97478050076839,34.168616810351836,0.5880491567996852,4.347321120250518,-0.6390300776892225
"ARVIND, INDIAGLYCO, PERSISTENT, BSE, ANGELONE",1979.914815021214,283.38112691079243,23.693296960212695,0.6479705315947388,6.843012029095165,-0.686024970517635
"TI, TRENT, PERSISTENT, BANKBARODA, ABCAPITAL",1978.2273693831985,106.54965833066292,9.111722257982112,0.6166215795797954,5.0731874737959926,-0.6077341299501088
"PERSISTENT, BSE, ANGELONE, ABCAPITAL, BAJFINANCE",1977.6627585596386,173.78871481224394,30.30072719560075,0.6562402184186678,7.699783593049775,-0.5025141975062261
"TI, TRENT, BSE, ABCAPITAL, BAJFINANCE",1974.3750650231686,166.99063749957776,33.28088793144699,0.6408327275403467,3.804383360314,-0.5643636348533528
"INDIAGLYCO, PERSISTENT, BSE, ANGELONE, ABCAPITAL",1974.3223366210223,230.51962778595077,24.10308905653924,0.6592229490253501,6.894016728669024,-0.5539788171402235
"ARVIND, TRENT, PRECWIRE, INDIAGLYCO, BSE",1966.7355444844507,525.0499111865577,44.8883960668705,0.5822909961107297,4.143996421909241,-0.7642248970251972
"TI, PRECWIRE, PERSISTENT, BHARTIARTL, BAJFINANCE",1966.3590243564652,131.40080411047293,41.16797018054672,0.615547335985359,5.267841558506301,-0.5052104290979584
"PRECWIRE, PERSISTENT, BSE, COFORGE, ANGELONE",1965.5366464942038,323.5718864283298,37.06467633008048,0.6553235102740683,7.5634978769556875,-0.6042050214638965
"TI, TRENT, INDIAGLYCO, PERSISTENT, UNIONBANK",1959.0084194046235,230.55228121141576,36.297108364081666,0.6286420473941229,4.603368493703162,-0.5740604323643264
"TI, INDIAGLYCO, PERSISTENT, CANBK, ABCAPITAL",1958.489326998547,96.1228082954994,26.415707787687694,0.5992749151866236,4.085857091935473,-0.6970018820724315
"TI, TRENT, INDIAGLYCO, PERSISTENT, COFORGE",1946.7564945058666,315.29697685807224,61.89270546626646,0.6227098534725196,4.922443985059594,-0.5587194330485739
"TI, PRECWIRE, INDIAGLYCO, PERSISTENT, UNIONBANK",1946.2621320021033,181.18409926850524,48.01312961086413,0.6003394480511945,3.8988496666292662,-0.7144235102824964
"TI, TRENT, PRECWIRE, PERSISTENT, COFORGE",1945.1445964844047,320.8182342548475,57.430469182825085,0.6219495549318135,4.733280846925692,-0.6161533725932229
"TI, TRENT, INDIAGLYCO, BSE, ANGELONE",1936.777764789397,616.0214244809705,36.89328341245373,0.6634135276476557,6.952390074815156,-0.7018637329936809
"TI, TRENT, BSE, ANGELONE, ABCAPITAL",1927.336999729265,359.49576700939286,25.07322541655075,0.687529305598791,7.498247682118448,-0.5961237035542547
"TI, PRECWIRE, BSE, UNIONBANK, ABCAPITAL",1920.1047290477568,255.9275005565624,27.340818529354216,0.605292521312055,3.541897255156662,-0.7763535932915437
"TI, PRECWIRE, INDIAGLYCO, PERSISTENT, BAJFINANCE",1918.2736061464973,127.29415304641907,41.75696362912718,0.579525567166911,4.252437392056693,-0.6335138765704701
"TI, BSE, COFORGE, CANBK, ABCAPITAL",1917.9321581829513,224.45010438656848,27.724411125141522,0.6145378988097235,4.160051335280896,-0.5989317800552659
"TI, TRENT, INDIAGLYCO, BSE, UNIONBANK",1915.8861626010232,446.65688174809225,39.66516275804048,0.5820037763641305,4.331738789453534,-0.6665646937433681
"ARVIND, PERSISTENT, BSE, COFORGE, ANGELONE",1913.406644769718,337.2624547235137,27.06433158694299,0.6657708390608866,7.12663468996466,-0.6577697808345474
"PRECWIRE, PERSISTENT, BSE, ANGELONE, ABCAPITAL",1906.823745157555,257.30402752912374,23.883781296481345,0.6546365551807962,8.06847985420246,-0.5704619546262227
"TRENT, PRECWIRE, INDIAGLYCO, BSE, COFORGE",1906.098669435013,520.3779003537159,62.195655042248646,0.5859046407265925,4.971450260703803,-0.5556746736504672
"TI, TRENT, PERSISTENT, BSE, CANBK",1903.0452458646475,332.9022310273612,23.80081260547511,0.602596748760646,5.543491276766214,-0.6566043576234247
"TI, PRECWIRE, PERSISTENT, ABCAPITAL, BAJFINANCE",1902.4937894201225,77.61309146234876,34.028088083484676,0.5704175757314642,4.414480448236518,-0.6555860162376232
"TI, PERSISTENT, CANBK, ABCAPITAL, BAJFINANCE",1901.8367584548848,71.91182409317345,31.897537416792133,0.5910300141203143,4.25491766174614,-0.6583013939199838
"TI, TRENT, PRECWIRE, PERSISTENT, UNIONBANK",1896.7796097617597,245.33745757833464,35.038876007481676,0.6220524995648855,4.473946429711848,-0.6443296957888547
"TI, TRENT, INDIAGLYCO, BSE, BAJFINANCE",1895.7643112893422,243.93849305516878,41.76416738730855,0.6134368099390785,4.325750033551116,-0.5362919334392061
"TI, TRENT, PERSISTENT, BSE, BHARTIARTL",1893.9709465921744,380.23651195087274,48.234258798653215,0.6091245809040498,6.396691023327997,-0.5622446838500438
"TRENT, INDIAGLYCO, PERSISTENT, BSE, ANGELONE",1889.5846878808438,361.10256217177164,27.82611104003505,0.6816825345858213,6.7072868502831104,-0.6671476456089144
"TI, BSE, CANBK, ABCAPITAL, BAJFINANCE",1883.5304245548868,144.39899686280998,30.527411783803913,0.6286131630213272,3.209259612350558,-0.6393340126515654
"PERSISTENT, BSE, COFORGE, ANGELONE, CANBK",1877.405941356502,300.5833299473646,21.611709821654546,0.6689014245631267,7.992664150816373,-0.6332487041866931
"TI, TRENT, INDIAGLYCO, BSE, ABCAPITAL",1868.9729920450848,243.46905748504702,30.11743567073775,0.6079600936721139,4.297172911482455,-0.5103646309657457
"TI, PERSISTENT, UNIONBANK, ABCAPITAL, BAJFINANCE",1866.7547779605954,81.36813886557974,32.66393435857984,0.5994652097188162,3.9717695306877787,-0.6696770344135303
"TI, ARVIND, INDIAGLYCO, PERSISTENT, ANGELONE",1864.482163254004,226.5753314469254,31.56973478623073,0.66169752458991,6.013371942437679,-0.6646224671864235
"TI, TRENT, INDIAGLYCO, BSE, HCG",1860.6988891888864,529.8578314930312,77.33899618404753,0.5926713119773149,4.366076085272452,-0.6722261791262435
"TI, INDIAGLYCO, BSE, CANBK, ABCAPITAL",1855.6440963669725,221.0918376361186,25.609879334110165,0.598528064631002,3.5130757202253418,-0.6854257162935552
"TI, PRECWIRE, INDIAGLYCO, BSE, UNIONBANK",1855.0543897744665,340.40212714869966,42.38780090187608,0.5934470623907308,3.5739077463499296,-0.7791481253306106
"TI, PERSISTENT, BSE, SUNPHARMA, BAJFINANCE",1854.7114681614814,221.1038719640332,35.38264345470308,0.6139866502301768,4.995340697343339,-0.5218107934770687
"TI, ARVIND, INDIAGLYCO, PERSISTENT, BAJFINANCE",1853.7964792277944,138.9944146211823,40.629179064627195,0.5827209418492684,3.9380407342005066,-0.6476823083072902
"TI, PRECWIRE, INDIAGLYCO, BSE, BAJFINANCE",1853.6557859654845,198.15151585106588,42.4859555942438,0.5947773329336583,3.738281747182395,-0.6329900061424748
"PERSISTENT, BSE, ANGELONE, UNIONBANK, ABCAPITAL",1853.3376092128017,261.3196480084041,20.389253811097284,0.6651870141879787,8.139463251252181,-0.5513538080279854
"ARVIND, TRENT, INDIAGLYCO, PERSISTENT, BSE",1852.363658818624,467.1474309388834,42.74000567456504,0.5862629854991098,4.207884154923806,-0.737479443971471
"TI, PRECWIRE, PERSISTENT, UNIONBANK, ABCAPITAL",1852.2866863751005,116.60806067254055,28.694997625402042,0.587088222950594,4.140306907678231,-0.7203330278635901
"TI, PERSISTENT, UNIONBANK, CANBK, ABCAPITAL",1850.5208536975563,94.41097971357502,25.743735363957043,0.6029558613312519,4.202331685583485,-0.7244620027023387
"TI, TRENT, PERSISTENT, ABCAPITAL, BAJFINANCE",1842.91498466442,104.90633768948152,33.406782362695786,0.5984836822108033,4.674362021114173,-0.6036587229050019
"TI, PERSISTENT, BSE, COFORGE, ABCAPITAL",1842.3758537098045,214.52016993441677,31.91842381448815,0.5959365513168723,4.254692684451923,-0.6978232107026917
"TI, ARVIND, INDIAGLYCO, PERSISTENT, COFORGE",1842.1184070656584,258.30402439447033,58.58103298261237,0.5994980420789694,3.813445008703754,-0.6877495372092276
"PRECWIRE, INDIAGLYCO, PERSISTENT, BSE, BAJFINANCE",1841.715787504156,227.43255306112894,40.46689450736815,0.57499277081929,4.09521530054155,-0.7213101063386784
"TI, PRECWIRE, PERSISTENT, UNIONBANK, BAJFINANCE",1841.1918593767102,116.2186551542427,39.5068626505314,0.5767259562497841,3.8079399146358246,-0.6862317591202646
"TI, PRECWIRE, BSE, ABCAPITAL, BAJFINANCE",1836.230707397917,127.09072401035763,34.13282962588497,0.605290477307009,3.525585739301147,-0.6234242974816205
"TI, TRENT, PRECWIRE, BSE, BHARTIARTL",1835.1503165704496,385.4562840358445,49.696584011148495,0.6054290728334548,5.575777633324177,-0.605194091915865
"TI, INDIAGLYCO, BSE, COFORGE, ANGELONE",1829.755125375802,458.9637540518151,47.42301473969781,0.6634470104694175,6.407405256374883,-0.6947302798625934
"TI, TRENT, PERSISTENT, UNIONBANK, BAJFINANCE",1828.427644261124,148.2685442815964,37.579058460723644,0.6079098282355422,4.306267727093627,-0.6219566693373787
"TI, PRECWIRE, BSE, COFORGE, INFY",1828.265421491412,279.03022252915883,6.6808578916574435,0.5889750511919927,4.620766503098368,-0.5480831379494212
"ARVIND, PRECWIRE, BSE, COFORGE, ANGELONE",1827.248655860724,419.97861296436963,32.36679528598299,0.669779681041485,7.191330079054177,-0.6361184009084873
"INDIAGLYCO, PERSISTENT, BSE, COFORGE, ANGELONE",1822.3639537634633,322.7145135944542,40.8137152165762,0.6516333533497983,6.524194541989458,-0.6761387754251229
"TI, PRECWIRE, INDIAGLYCO, PERSISTENT, ANGELONE",1814.3025736468558,207.27256626096312,37.50367104529462,0.6489240312922148,6.429368815219925,-0.6070287547736044
"TRENT, PERSISTENT, BSE, COFORGE, ANGELONE",1810.2793735579016,423.73797013462564,30.133040426610513,0.6843979300362563,7.156254546129036,-0.6583666514221501
"ARVIND, PERSISTENT, BSE, ANGELONE, ABCAPITAL",1806.097761964445,271.53210483997003,21.552696394342895,0.6555120919602181,8.03332482768975,-0.5972399349796578
"PRECWIRE, INDIAGLYCO, PERSISTENT, COFORGE, ANGELONE",1805.4635921064119,185.3905428356605,39.075170306444804,0.6610767069897873,6.161073028227754,-0.5506979186507286
"TI, PRECWIRE, BSE, BHARTIARTL, BAJFINANCE",1804.7026598526782,185.6615413584655,41.08494848710214,0.634894989856471,4.584246268045018,-0.440931423725666
"TI, PRECWIRE, BSE, CANBK, ABCAPITAL",1804.6327032558747,219.75845687897154,25.644278052003067,0.5997270055423166,3.5887352355333593,-0.7751767267178207
"TI, TRENT, BSE, UNIONBANK, BAJFINANCE",1804.6122528391063,207.12582537286485,36.933076515081794,0.6262533554752117,3.621134126289367,-0.6231944415795019
"PRECWIRE, PERSISTENT, BSE, BHARTIARTL, BAJFINANCE",1798.7542832695624,206.37790718947824,39.10117247827218,0.6007732298260171,5.196518800571945,-0.5742428875674113
"TI, ARVIND, TRENT, PRECWIRE, INDIAGLYCO",1797.2816599193359,327.29358483660417,58.57151469733009,0.6295098864415514,3.7767314627162687,-0.5975221965787385
"TI, PERSISTENT, BSE, UNIONBANK, CANBK",1793.9051951072745,298.1428284086588,17.387392056860108,0.5859162134746323,5.267318048281568,-0.7003760794460973
"TI, INDIAGLYCO, PERSISTENT, BSE, BANKBARODA",1791.9516633078192,168.37959895221957,1.184439620680977,0.5766723529196016,4.457941452856259,-0.698552929488022
"TI, PRECWIRE, PERSISTENT, BSE, INFY",1790.7426007464487,241.2146010553979,5.423957742626095,0.5753931121898991,4.081725910563382,-0.6659024863430361
"TRENT, PRECWIRE, BSE, COFORGE, ANGELONE",1790.0330823084016,382.2313464355817,36.03783883961877,0.6911087525182802,7.297697981731266,-0.5732622629214965
"ARVIND, PERSISTENT, BSE, ANGELONE, BAJFINANCE",1787.6441025169086,239.92465127363602,33.042713378086866,0.6425375777987662,7.283365366458444,-0.6461143591489071
