Portfolio,Profit_2019_(%),Profit_2020_(%),Profit_2021_(%),Profit_2022_(%),Profit_2023_(%),Profit_2024_(%),Profit_2025_(%)
"TI, BSE, CANBK, ABCAPITAL, BAJFINANCE",8.059229528809219,-32.15726746375124,4.252708562676877,220.7411129268456,51.757390139791056,110.92164977967771,152.7904599623302
"PERSISTENT, BSE, COFORGE, ANGELONE, CANBK",0.0,-23.02051164650598,-26.080140057014866,401.4639015739394,-0.031032038636480408,49.502325310344375,363.6677047417259
"TI, TRENT, INDIAGLYCO, BSE, ABCAPITAL",6.269996329721983,-28.227929091303317,3.1579659944453997,171.8120313502399,41.43382128987281,60.66740828406827,305.1549094100694
"TI, PERSISTENT, UNIONBANK, ABCAPITAL, BAJFINANCE",-7.195316545612041,-34.83210535234043,75.99377894854571,247.97761055526485,43.23032472682957,96.14411622686447,89.011291531393
"TI, ARVIND, INDIAGLYCO, PERSISTENT, ANGELONE",0.0,-23.773082388865895,-42.79258164467272,516.1279583462815,19.100689770433554,50.990491583299516,306.58615845668083
"TI, TRENT, INDIAGLYCO, BSE, HCG",16.60443042239399,-44.08428283187711,-19.618275063526614,173.12617721468854,38.70590639007874,36.911226393869214,621.285643840529
"TI, INDIAGLYCO, BSE, CANBK, ABCAPITAL",20.445437256475962,-39.559208302777826,-17.630792840916744,231.75879342136213,57.99145252882671,66.85424705257871,272.9161039605688
"TI, PRECWIRE, INDIAGLYCO, BSE, UNIONBANK",26.79384634589226,-45.48031894687826,-36.68547903223457,195.4889154720715,53.835345621728315,83.37304041608414,435.88453508634586
"TI, PERSISTENT, BSE, SUNPHARMA, BAJFINANCE",1.390512523701215,-25.35810093921619,20.704298350653904,236.565402010331,25.54448873924795,47.52471447000535,243.27962059622504
"TI, ARVIND, INDIAGLYCO, PERSISTENT, BAJFINANCE",-1.7437790696513078,-34.07354281260001,10.044218592938448,403.86887580218354,28.589963462664734,56.61726666355265,170.10215644547168
"TI, PRECWIRE, INDIAGLYCO, BSE, BAJFINANCE",9.940457938106007,-24.4794336666599,-15.999008453875451,274.3112099033925,46.925928200994704,53.248971944087465,232.3624940679187
"PERSISTENT, BSE, ANGELONE, UNIONBANK, ABCAPITAL",0.0,-21.500722379273775,-22.87207143572384,314.9422230591158,6.34048628995636,83.45072868363023,298.5605152508731
"ARVIND, TRENT, INDIAGLYCO, PERSISTENT, BSE",12.122158202953305,-53.78929535396093,-14.658930482582399,304.5088353982935,3.4041865112352188,48.014289883228486,613.1794389002881
"TI, PRECWIRE, PERSISTENT, UNIONBANK, ABCAPITAL",13.256241814767566,-47.74976813438211,19.588304719060346,264.6523508440492,59.967730571624124,103.33186513587331,132.58819543814417
"TI, PERSISTENT, UNIONBANK, CANBK, ABCAPITAL",8.08745848497776,-46.445825505895264,51.565086786422754,231.58065496160657,62.97626897037401,98.08159291315222,107.69455676220878
"TI, TRENT, PERSISTENT, ABCAPITAL, BAJFINANCE",-13.705964260597058,-29.002825455899718,85.8483191884479,242.81285189429033,25.8178566820122,84.9303910200839,113.92702350224235
"TI, PERSISTENT, BSE, COFORGE, ABCAPITAL",-0.747919822182852,-50.47359438518966,32.729406133376315,366.3523547002775,27.742610740989782,42.98453536163444,249.50280151922138
"TI, ARVIND, INDIAGLYCO, PERSISTENT, COFORGE",-7.079734859649156,-47.71281215340923,-1.5235143210378888,458.63983884822056,15.387426042388807,40.768813322108024,347.34295141687835
"PRECWIRE, INDIAGLYCO, PERSISTENT, BSE, BAJFINANCE",3.6116589804745303,-48.37513276926113,9.159598442552387,355.8723028705992,36.88860381899743,44.79268648607822,268.04339671395905
"TI, PRECWIRE, PERSISTENT, UNIONBANK, BAJFINANCE",-2.3857340071993915,-36.60450712886508,25.941226389731,278.94228004345933,46.27251679598734,97.02930884307312,128.06688765167098
"TI, PRECWIRE, BSE, ABCAPITAL, BAJFINANCE",8.129460845373426,-22.243583571599444,-5.483344777096266,252.32958018434744,46.04794710362165,104.39899903654096,131.65685545063474
"TI, TRENT, PRECWIRE, BSE, BHARTIARTL",4.39061540579333,-10.705832680731564,-7.8525109998985325,123.12063395115067,17.75433863291194,65.93710310754872,416.7571491191017
"TI, INDIAGLYCO, BSE, COFORGE, ANGELONE",0.0,-20.1747359741397,-54.94781904945276,397.51590102119553,22.907862452940343,26.91470739657862,591.428752502615
"TI, TRENT, PERSISTENT, UNIONBANK, BAJFINANCE",-11.614136808057241,-28.27836961943888,32.82639336937203,228.53359373019387,30.220516982123712,104.00220371746202,162.41698934979496
"TI, PRECWIRE, BSE, COFORGE, INFY",7.048189613129585,-37.24366142160632,-9.799889891255443,305.96721155654086,36.99901477737322,39.29317292113439,310.75663512662845
"ARVIND, PRECWIRE, BSE, COFORGE, ANGELONE",0.0,-19.97473766286274,-46.65777109930364,356.87786033796425,-0.9778422170546808,61.379417810286355,518.3848524250155
"INDIAGLYCO, PERSISTENT, BSE, COFORGE, ANGELONE",0.0,-18.25889972185053,-39.22843967167374,496.68163397941606,4.859010893731908,17.4441782071461,426.64119497020937
"TI, PRECWIRE, INDIAGLYCO, PERSISTENT, ANGELONE",0.0,-18.697895779243613,-34.48334167215786,418.9324089725834,42.88754668988828,29.494077665738526,274.28461707391915
"TRENT, PERSISTENT, BSE, COFORGE, ANGELONE",0.0,-17.38230867346712,-27.39100435874422,312.91725052041767,-11.189943227627886,41.98171102254247,511.6117523616074
