instrument_key,tradingsymbol,avg_quarterly_sharpe,avg_quarterly_sortino,avg_quarterly_max_drawdown,avg_quarterly_std_dev
NSE_EQ|INE0SVO01019,SIDDHICOTS,12409.256520615869,,0.0,0.2150651957545748
NSE_EQ|INE0NA501011,DIVINEHIRA,1407.8206324784574,-5.781607317702718,-0.24734076439195407,0.35563457467858134
NSE_EQ|INE0TD101011,IDENTICAL,1043.1097145276383,5.130975022734255,-0.13413211648134496,0.393879666605691
NSE_EQ|IN9278G01019,CYBERPP,629.0895555862589,6.721999975698165,-0.06747404844290655,0.3464286860173669
NSE_EQ|INE0MOT01016,KANDARP,101.11989368540121,-1.4552651636018135,-0.2710783427359056,0.6464316441227412
NSE_EQ|INE669A01022,INFOMEDIA,27.558152291210927,-0.8123589065759041,-0.24662918001629675,0.47046602441659247
NSE_EQ|INE472B01011,BLUECOAST,23.211310303347624,-259.5775601245959,-0.2600135284221674,0.5110872317602564
NSE_EQ|INE543V01017,ACEINTEG,15.088476479195398,-16.704993861530514,-0.1649996172340694,0.3983548296694872
NSE_EQ|INE332S01011,EMKAYTOOLS,14.902874931527668,-4.9718493722260355,-0.2339732240490861,0.6188150336878481
NSE_EQ|INE0DZ101013,SABAR,14.552685473496622,2.45077272141601,-0.2450053875946585,0.7086556998033148
NSE_EQ|INE319Z01021,SUPREMEENG,12.566050692619124,0.05478965184115943,-0.26622066392308746,0.5604659576800317
NSE_EQ|INE0ZI101018,GANGABATH,8.220465800577715,105.19439727811778,-0.09291957675136786,0.42011685415089617
NSE_EQ|INE268L01046,SHEKHAWATI,7.556338451912249,4.084351750608321,-0.12878219012241987,0.4176513856461512
NSE_EQ|INE054301028,ODIGMA,6.651905856209804,3.172263722743343,-0.21754465944007503,0.4489502892788714
NSE_EQ|INE0U6N01014,SFML,4.630080253631756,0.6596303915385587,-0.13627805439011736,0.4745895766295659
NSE_EQ|INE697V01011,PANSARI,4.465377554314876,-72.77890573488823,-0.22232781021284595,0.40049077550550083
NSE_EQ|INE0PQK01013,FALCONTECH,3.795616371928866,3.7111007202404918,-0.16020054043400547,0.5339711939421903
NSE_EQ|INE0US801024,MFML,3.303902919392377,8.724068585910294,-0.1479331309741662,0.5201899546573484
NSE_EQ|INE0DAB01012,RVTH,2.974060575722506,5.973664935612647,-0.16130784710667995,0.5565496657599497
NSE_EQ|INE784B01035,WINSOME,2.608979089949305,39.1840768763704,-0.1532125352975528,0.9236813437463754
NSE_EQ|INE888C01040,SADHNANIQ,2.496834176044086,4.353586496594715,-0.21018249047572513,0.5129864108765603
NSE_EQ|INE0XM301010,MMEL,2.4488378549245766,4.453034645124844,-0.13873909032853204,0.7062877291132136
NSE_EQ|INE113601012,REXPRO,2.1011598409469623,3.8844173992495805,-0.15935083258324895,0.41004952131727324
NSE_EQ|INE0B2801011,UNILEX,2.072645064964935,5.723612591389951,-0.13258146226916445,0.5180881708411536
NSE_EQ|INE0SVY01018,KATARIA,1.704000624866682,2.1426725322052493,-0.15368211059608713,0.44835824144902175
NSE_EQ|INE442P01014,SUYOG,1.6772198863805743,3.543907453191825,-0.14145797344938715,0.44357043529838375
NSE_EQ|INE452O01016,FLFL,1.6444140609289397,3.6149240588693345,-0.22073425885746903,0.5161959109898506
NSE_EQ|INE0I0M01023,PRABHA,1.6316167102184427,3370.46380221836,-0.17846944270216486,0.500991369948332
NSE_EQ|INE308E01029,SVPGLOB,1.6222326939617682,3.234597629281063,-0.21223651958918766,0.4936722883609105
NSE_EQ|INE635A01023,SHYAMTEL,1.5875145755841717,2.3876469222523133,-0.25317676223137153,0.5293094453034601
NSE_EQ|INE0ECC01022,MAXPOSURE,1.551626972836516,2.802465466647716,-0.18863834528502643,0.6084469208559397
NSE_EQ|INE0RDH01021,LAWSIKHO,1.4468099436017388,2.8146505577385206,-0.20011565903856665,0.5037741651258274
NSE_EQ|INE0SHE01019,THESL,1.435553595328543,1.2285117016304596,-0.23493108381627384,0.6816143043735019
NSE_EQ|INE860T01019,SABEVENTS,1.405854201155526,11.478022054185088,-0.29533119780661343,0.48292944451096104
NSE_EQ|INE472M01018,MTEDUCARE,1.4044857991646533,3.310097291434244,-0.25008422951587134,0.5339753599284901
NSE_EQ|INE970D01010,LOYALTEX,1.3726750196066055,3.030085135554168,-0.16336640278987954,0.46311033751816844
NSE_EQ|INE0ZOL01023,EMAPARTNER,1.344876395233245,2.209723110165043,-0.13111113732347163,0.4172339704914766
NSE_EQ|INE0TG801013,PARAMOUNT,1.3427604584026978,1.8667588524026215,-0.2277225343846224,0.6307149184866728
NSE_EQ|INE885F01015,MASKINVEST,1.3334034628840785,-4.711926180318609,-0.31197359639935884,0.5666398448384768
NSE_EQ|INE411Y01011,DIL,1.315129038833222,316.63821014843967,-0.4382389827711543,356.0119790494621
NSE_EQ|INE849L01019,ORTEL,1.2836734985003626,2.953476882748275,-0.29635012587589954,0.6573759618938552
NSE_EQ|INE0T0L01014,KALANA,1.2703342742377446,2.4003407699957218,-0.16588040658459996,0.5275863351446551
NSE_EQ|INE615R01029,TRU,1.2652302831108537,2.7595915895795162,-0.27154622726519867,0.5939919264944789
NSE_EQ|INE0TLP01015,WHITEFORCE,1.2571864357342872,1.989982066352288,-0.19985706954306032,0.7701211765076873
NSE_EQ|IN9382T01012,GVPTECHPP,1.2426668806328987,2.3448858112566695,-0.15499404518548807,0.789627873724422
NSE_EQ|INE968D01022,ARSHIYA,1.221689371243338,2.34072378379821,-0.2826321771739085,0.5880142477003181
