combination_symbols,sharpe_ratio,benchmark_sharpe,sortino_ratio,benchmark_sortino,total_profit_pct,profit_last_year_pct,profit_last_60_days_pct,rejection_reasons,max_drawdown
"SUNPHARMA, UNIONBANK, CANBK, PRECWIRE, AHLEAST",0.45401670047713905,0.45258528438627393,1.095540068121149,1.6172197553771834,142.93271252836223,17.628956579189282,0.9006962251995487,Sortino 1.10 <= Benchmark 1.62,-0.9069798973335474
"SUNPHARMA, UNIONBANK, CANBK, PRECWIRE, BIOCON",0.4073546815734763,0.45258528438627393,1.0059063750194084,1.6172197553771834,97.56133324772429,3.62756280015315,-3.7383083115034244,Sharpe 0.41 <= Benchmark 0.45; Sortino 1.01 <= Benchmark 1.62; Profit last 60 days -3.74% <= 0,-0.8157284824049771
"SUNPHARMA, UNIONBANK, CANBK, PRECWIRE, TRENT",0.5165883300691667,0.45258528438627393,2.2408722592321717,1.6172197553771834,344.4083603940644,79.76977629771298,-4.279619427224091,Profit last 60 days -4.28% <= 0,-0.8376487270240098
"SUNPHARMA, UNIONBANK, CANBK, PRECWIRE, IRFC",0.5715382595247883,0.45258528438627393,7.895622637906387,1.6172197553771834,9133.478023781707,20.072667009815603,-7.694081695608834,Profit last 60 days -7.69% <= 0,-0.6388672108670771
"SUNPHARMA, UNIONBANK, CANBK, PRECWIRE, DLF",0.3516615447768324,0.45258528438627393,0.9075140408261733,1.6172197553771834,20.75143800227217,21.675767636411948,-5.933284734377864,Sharpe 0.35 <= Benchmark 0.45; Sortino 0.91 <= Benchmark 1.62; Profit last 60 days -5.93% <= 0,-0.9211678952189835
"SUNPHARMA, UNIONBANK, CANBK, AHLEAST, BIOCON",0.27235342511314514,0.45258528438627393,0.5816337892949262,1.6172197553771834,2.857628789327027,19.299840098294,-2.8101053378074115,Sharpe 0.27 <= Benchmark 0.45; Sortino 0.58 <= Benchmark 1.62; Profit last 60 days -2.81% <= 0,-0.8457400665904419
"SUNPHARMA, UNIONBANK, CANBK, AHLEAST, IRFC",0.536862602235464,0.45258528438627393,7.931531502846275,1.6172197553771834,5540.801589087074,37.08581370240245,-1.2255077330763808,Profit last 60 days -1.23% <= 0,-0.6354352161565804
"SUNPHARMA, UNIONBANK, CANBK, AHLEAST, DLF",0.3831649313277465,0.45258528438627393,0.932465262442526,1.6172197553771834,55.81570106199174,22.986950656230842,-1.0456771230577977,Sharpe 0.38 <= Benchmark 0.45; Sortino 0.93 <= Benchmark 1.62; Profit last 60 days -1.05% <= 0,-0.913556487456925
"SUNPHARMA, UNIONBANK, CANBK, BIOCON, TRENT",0.4902832770911054,0.45258528438627393,1.952054298324498,1.6172197553771834,289.48343428179044,86.86102619495489,-2.597967005185875,Profit last 60 days -2.60% <= 0,-0.7157772106259976
"SUNPHARMA, UNIONBANK, CANBK, BIOCON, IRFC",0.5517230853310253,0.45258528438627393,6.909370393036648,1.6172197553771834,4292.833065855902,25.152621165914013,-5.413550910354859,Profit last 60 days -5.41% <= 0,-0.5935541883997204
