Portfolio,Overall Profit (%),Last 1 Year Profit (%),Last 60 Days Profit (%),Sharpe Ratio,Sortino Ratio,Max Drawdown
"PRECWIRE, COFORGE, BHARTIARTL, SUNPHARMA, BAJFINANCE",655.4173685169901,109.65355386579884,36.37153272314077,0.584734227482528,2.903100620001552,-0.3411866774974229
"TI, BHARTIARTL, SUNPHARMA, BANKBARODA, BAJFINANCE",654.9702639660777,74.74676888412233,15.276835889696262,0.5739955567309428,2.9229674834244275,-0.3605731974375902
"PRECWIRE, BHARTIARTL, SUNPHARMA, ABCAPITAL, BAJFINANCE",634.4500426683383,80.19363578846641,29.797883260855507,0.5952736319517553,2.75851960184563,-0.3442655914289987
"COFORGE, BHARTIARTL, SUNPHARMA, CANBK, BAJFINANCE",634.4347083162361,99.22890669974184,33.22832778945863,0.5831703155695723,2.937405213252831,-0.3649496877935173
"TI, BHARTIARTL, SUNPHARMA, BAJFINANCE, INFY",630.9505434417906,73.85143848123175,14.751877788227995,0.5690780200113764,3.045767642993205,-0.3271247973580496
"TRENT, COFORGE, SUNPHARMA, CANBK, BAJFINANCE",629.1196590452269,101.2046881515015,32.63102110136211,0.5613836131219859,3.115465757025318,-0.389173731317986
"TI, BHARTIARTL, SUNPHARMA, UNIONBANK, BAJFINANCE",621.8054854770843,109.2567674566642,34.39537516116216,0.5699664553030515,2.777601486954573,-0.3824340834264473
"TI, SUNPHARMA, ABCAPITAL, BAJFINANCE, INFY",614.2113911145185,55.68304966718951,15.6533024778015,0.5582366028168982,2.817105243045512,-0.3694862463412454
"COFORGE, BHARTIARTL, SUNPHARMA, ABCAPITAL, BAJFINANCE",602.4177684601353,83.70670860340068,32.30212893396336,0.5839674591974553,2.79172876277612,-0.3344530588867519
"TI, TRENT, SUNPHARMA, BAJFINANCE, INFY",592.9765773388094,77.17254768539141,14.237758436791314,0.5417242800329791,3.1593412909239467,-0.350523659146951
"TI, COFORGE, SUNPHARMA, BAJFINANCE, INFY",589.6087953785778,72.56559820000005,15.684541804058272,0.5436716340015101,3.0091188708432988,-0.336713186516463
"PRECWIRE, BHARTIARTL, SUNPHARMA, CANBK, BAJFINANCE",582.810235271394,94.39788323385802,28.830207429211583,0.5718361495974428,2.673924382425507,-0.3850186796097507
"TRENT, PRECWIRE, INDIAGLYCO, SUNPHARMA, ABCAPITAL",575.0973256476724,101.98948350636785,24.64966645134916,0.5373615031116888,2.4682809756473416,-0.3994951667989417
"BHARTIARTL, SUNPHARMA, CANBK, ABCAPITAL, BAJFINANCE",566.3637157751291,74.49131214733447,27.716371070470093,0.5795194765559815,2.577206146464479,-0.360124450787307
"TI, COFORGE, BHARTIARTL, SUNPHARMA, CANBK",556.0574566068583,124.08044558142215,27.277894499652856,0.5318692203152695,3.1169867513751965,-0.3997953545055795
"TRENT, COFORGE, SUNPHARMA, BAJFINANCE, INFY",545.9752292226776,87.72349249172682,14.681348940156514,0.5423752949764461,2.9024939407350794,-0.3705058295271287
"INDIAGLYCO, BHARTIARTL, SUNPHARMA, ABCAPITAL, BAJFINANCE",534.8571464591143,75.43989764799848,30.051701619048423,0.562355681450726,2.4860546422967453,-0.3695050575149393
"TI, SUNPHARMA, CANBK, BAJFINANCE, INFY",530.549620312078,64.09275011653096,13.969515369692845,0.5273045802361603,2.8062931014811867,-0.3742512926539332
"TRENT, PRECWIRE, SUNPHARMA, BAJFINANCE, INFY",530.384281888629,87.33130475884205,13.436839587349624,0.5400394996635975,2.726387310784711,-0.388460674319362
"TRENT, BHARTIARTL, SUNPHARMA, UNIONBANK, BAJFINANCE",511.935855333221,117.05279797290954,30.119376902343436,0.5335732820781709,2.712410218314559,-0.3949158283519418
"TRENT, BHARTIARTL, SUNPHARMA, BAJFINANCE, INFY",508.05735360206194,85.81895706650933,13.122122882386588,0.5450366560851375,2.82245078740982,-0.3701875019699864
"PERSISTENT, BHARTIARTL, ANGELONE, SUNPHARMA, ABCAPITAL",505.3936334253772,97.27657988063804,20.49814383215633,0.6046440359869649,4.279185928699963,-0.3844216822698111
"INDIAGLYCO, BHARTIARTL, SUNPHARMA, CANBK, BAJFINANCE",498.9481313332842,89.8911172625366,29.12990964659248,0.543450670748739,2.480983726993236,-0.3896091068377456
"TRENT, COFORGE, SUNPHARMA, BANKBARODA, BAJFINANCE",492.932109991405,76.96065945923432,15.23409879710238,0.5208223390328497,2.7889363360460777,-0.3913319841551174
"TI, SUNPHARMA, BANKBARODA, BAJFINANCE, INFY",490.6705204673644,51.79983700349891,8.590996984743192,0.5119653061904507,2.712668366651898,-0.3681452942263069
"PERSISTENT, BHARTIARTL, ANGELONE, ABCAPITAL, INFY",489.9734700072246,82.57455301476429,8.82557407015312,0.5844849981062157,4.36148453667087,-0.3959529089248853
"PRECWIRE, INDIAGLYCO, BHARTIARTL, SUNPHARMA, BAJFINANCE",485.3354679175861,93.03266424314376,33.9362831477116,0.5314258221703219,2.4471679444343644,-0.3941936344360577
"TRENT, SUNPHARMA, ABCAPITAL, BAJFINANCE, INFY",484.88023870688346,67.21416700764888,15.351462207644673,0.535900174757471,2.596719458465484,-0.3567083092453044
"ARVIND, BHARTIARTL, SUNPHARMA, ABCAPITAL, BAJFINANCE",483.9636817833164,88.56635704492967,29.102532220972364,0.5414985217397945,2.3879951234036625,-0.3972070329493934
"COFORGE, BHARTIARTL, SUNPHARMA, UNIONBANK, BAJFINANCE",483.7234801070032,104.88126723401376,34.674379068507456,0.5369497560496792,2.634788958743576,-0.364733460671054
"TI, TRENT, PRECWIRE, SUNPHARMA, INFY",481.1793464366964,99.75879696637683,4.395827994858714,0.5100849387616061,2.621776035275016,-0.3924831156447247
"TRENT, PRECWIRE, COFORGE, SUNPHARMA, INFY",479.65657716791617,114.74536105052408,5.462795422580435,0.5138604126965998,2.6538550374851826,-0.3879042505971307
"COFORGE, BHARTIARTL, CANBK, BAJFINANCE, INFY",474.4435765149521,71.56148970565891,14.465348321917638,0.5315454009150938,2.445168640561102,-0.398516848090413
"COFORGE, BHARTIARTL, SUNPHARMA, BANKBARODA, BAJFINANCE",473.6185823681824,70.8216901055132,15.83146979365324,0.5344690200728853,2.5964703093307504,-0.3551206736143216
"TI, PRECWIRE, COFORGE, BHARTIARTL, SUNPHARMA",468.35751287332414,144.0644541602885,35.87483835725989,0.5107413072325341,2.706076606687487,-0.395500397972511
"PERSISTENT, ANGELONE, SUNPHARMA, ABCAPITAL, INFY",464.7577811541535,76.12928124123519,8.485727251342023,0.5654686096875609,4.183387175100068,-0.3950522355696296
"TI, INDIAGLYCO, SUNPHARMA, BAJFINANCE, INFY",461.32504277136286,64.5527348500895,15.02737349604968,0.5022932552692482,2.6609305449521776,-0.3804498155829554
"COFORGE, BHARTIARTL, SUNPHARMA, BAJFINANCE, INFY",459.1489319831516,75.22112969744468,15.13990008368651,0.5350013090654702,2.5142607370975107,-0.3431980576572493
"PRECWIRE, BHARTIARTL, SUNPHARMA, BANKBARODA, BAJFINANCE",454.14105415141074,72.31172204950089,13.641719885559356,0.5259385185176176,2.3694316639142285,-0.3849580956548186
"TRENT, PRECWIRE, BHARTIARTL, SUNPHARMA, ABCAPITAL",453.7753523950221,114.11164764844597,23.54992312845676,0.5012752439227826,2.6738403926736,-0.3973358746744462
"BHARTIARTL, SUNPHARMA, BANKBARODA, ABCAPITAL, BAJFINANCE",453.1101807288052,56.57962655065172,17.258810177867524,0.5375843728813515,2.3405808709238705,-0.3679585105446543
"PRECWIRE, BHARTIARTL, SUNPHARMA, BAJFINANCE, INFY",451.3335397531458,70.41243041958994,13.56248932019357,0.5281143986192095,2.4383742158202693,-0.3533922024412391
"BHARTIARTL, SUNPHARMA, ABCAPITAL, BAJFINANCE, INFY",448.5244750294187,60.17812078660428,15.314481612546738,0.5424885641678764,2.406068940387569,-0.3396136952413842
"COFORGE, BHARTIARTL, UNIONBANK, BANKBARODA, BAJFINANCE",443.22388190982736,68.24463237551186,15.436718208157618,0.5130286710465168,2.4689574907172984,-0.3926971001311182
"TI, BHARTIARTL, SUNPHARMA, CANBK, INFY",440.02769470045007,80.58192885941035,3.717029086238655,0.5046597319008395,2.639022983750279,-0.3822278617913835
"TRENT, COFORGE, SUNPHARMA, BANKBARODA, INFY",438.7524905970666,82.50556619668991,0.8173564567665048,0.5031783388877354,2.72416072488544,-0.3966749002423838
"TRENT, COFORGE, SUNPHARMA, ABCAPITAL, INFY",438.33229843108666,83.17241635558506,10.660130738507824,0.5026891748906207,2.6129953919621984,-0.3998481243018707
"TI, COFORGE, BHARTIARTL, SUNPHARMA, INFY",437.2262225916098,90.73903571976136,6.225126667654957,0.5023650008937428,2.636982769376804,-0.3752058247769761
"COFORGE, BHARTIARTL, SUNPHARMA, HCG, BAJFINANCE",436.7266245360237,108.89406206854058,43.83386662462476,0.5156763036149055,2.489072333412225,-0.3750834463532183
"TI, PRECWIRE, BHARTIARTL, SUNPHARMA, INFY",434.9733463716373,87.74178560663066,4.552440539896452,0.499220093822096,2.4991643451974705,-0.3927884502957125
"TRENT, BHARTIARTL, SUNPHARMA, HCG, BAJFINANCE",434.29101316519245,123.90674290207028,40.03815039199286,0.509434216672478,2.565394471073007,-0.3928495121328743
"TRENT, SUNPHARMA, CANBK, ABCAPITAL, INFY",433.810291716742,82.85643924376245,8.192266260189761,0.5112598920939463,2.5412011047953302,-0.3975566155689041
"TRENT, SUNPHARMA, BANKBARODA, BAJFINANCE, INFY",431.4049429383055,69.77957742424441,7.788852224574194,0.5076193389842946,2.627976556419887,-0.3744184713111579
"TI, COFORGE, SUNPHARMA, CANBK, INFY",426.21311968172495,76.685454235643,4.803914398834763,0.4876532183314506,2.589675053432776,-0.3991371635104208
"INDIAGLYCO, BHARTIARTL, SUNPHARMA, BANKBARODA, BAJFINANCE",425.2894680485854,64.35944532213685,13.733344320970089,0.516258966308074,2.3129461735424304,-0.3771069991553594
"BHARTIARTL, SUNPHARMA, CANBK, BANKBARODA, BAJFINANCE",418.6548833174112,61.564923677361016,12.250145856099358,0.5168952852162931,2.317434948406089,-0.3792567437527785
"COFORGE, BHARTIARTL, SUNPHARMA, CANBK, ABCAPITAL",416.5672296550427,78.83185053727284,23.87297552342249,0.5016180279544614,2.5344456651126395,-0.3761523965309145
"TI, COFORGE, SUNPHARMA, BANKBARODA, INFY",415.78065139836326,61.99245808340756,1.7576448615062024,0.4798380356953308,2.5759574825692937,-0.3896516129387217
"BHARTIARTL, SUNPHARMA, CANBK, BAJFINANCE, INFY",414.2910577657752,68.15355576179425,12.589039371616815,0.5205565513707037,2.371337347088367,-0.3601972083884419
"TI, COFORGE, BHARTIARTL, SUNPHARMA, BANKBARODA",412.1836432173413,71.26196503724258,3.596905279926288,0.4869694401668391,2.6661277409232755,-0.3876499128272635
"BHARTIARTL, SUNPHARMA, UNIONBANK, CANBK, BAJFINANCE",405.631423643276,91.27706188318952,28.089464248406397,0.5079009184938297,2.3369981231233976,-0.3895331568110166
"TRENT, BHARTIARTL, SUNPHARMA, ABCAPITAL, INFY",402.4892044639745,85.4889303938501,9.059544839321966,0.4981859643965575,2.52241668888444,-0.3998905053131971
"COFORGE, BHARTIARTL, UNIONBANK, BAJFINANCE, INFY",401.8349284593732,73.78667428088839,14.829082366654966,0.5072174128749424,2.243048856142684,-0.3924615028025355
"TI, BHARTIARTL, SUNPHARMA, BANKBARODA, INFY",398.6197013560752,68.03298693936586,0.8436752784695356,0.4886223867462219,2.508289931304087,-0.3826743003990082
"COFORGE, SUNPHARMA, CANBK, BAJFINANCE, INFY",396.54570803455255,69.23357807528008,13.533181230979864,0.4896981571501899,2.433951091021811,-0.3743995142730217
"TRENT, INDIAGLYCO, SUNPHARMA, BAJFINANCE, INFY",394.5179272100692,90.32731943142886,13.29018326124114,0.4846966989921004,2.5798544810233563,-0.3670732648146348
"TRENT, SUNPHARMA, CANBK, BAJFINANCE, INFY",388.9107973870348,74.3361422195092,12.19548018878034,0.4917070301975907,2.4626074145009333,-0.3805437479431919
"BHARTIARTL, SUNPHARMA, BANKBARODA, BAJFINANCE, INFY",377.6191951421371,55.46794634822309,8.373248135435318,0.503756748114525,2.283875301847543,-0.3519677909971245
"COFORGE, BHARTIARTL, BANKBARODA, BAJFINANCE, INFY",368.6296647328822,56.80077692073517,8.871780442685306,0.4868202669404559,2.178869125553786,-0.3822276629670809
"PRECWIRE, BHARTIARTL, SUNPHARMA, CANBK, INFY",359.53101457677485,80.13549699539529,2.37211560773265,0.4787039324341663,2.3036261912311224,-0.3828098802642098
"COFORGE, BHARTIARTL, SUNPHARMA, CANBK, INFY",355.403187101258,83.27276444705957,4.480345557157994,0.4753708450352487,2.356700882648255,-0.3862439638204623
"PRECWIRE, COFORGE, BHARTIARTL, SUNPHARMA, INFY",355.219661097669,91.48717659738584,5.62477701257289,0.4787243507278317,2.167094715693989,-0.3446407729744933
"COFORGE, BHARTIARTL, SUNPHARMA, BANKBARODA, INFY",345.85462290077425,68.77178818144027,1.264785569287974,0.4742786647421772,2.269810332572666,-0.3609581465825969
"BHARTIARTL, SUNPHARMA, CANBK, ABCAPITAL, INFY",345.8194928238621,69.02964627352013,8.585992823940924,0.484279471112268,2.20615368248503,-0.3718911600832937
"INDIAGLYCO, BHARTIARTL, SUNPHARMA, BAJFINANCE, INFY",342.34950115478193,71.81824692743642,13.605144495546217,0.4728947244790303,2.269755424826582,-0.3689099695119749
"TI, BHARTIARTL, ANGELONE, ABCAPITAL, INFY",338.75416493342846,71.65156934914944,10.10095451658679,0.5546150307394548,3.279554875794777,-0.3876819833768106
"COFORGE, BHARTIARTL, SUNPHARMA, ABCAPITAL, INFY",334.6747438654881,75.55943857438861,11.124738773210542,0.4723146331851385,2.1898940808838123,-0.3655769293383868
"BHARTIARTL, SUNPHARMA, UNIONBANK, BAJFINANCE, INFY",332.5875090177922,69.1784732201606,12.736644020126398,0.4791666540823267,2.152249157853418,-0.3621336003955299
"COFORGE, BHARTIARTL, SUNPHARMA, HCG, CANBK",329.77618672427315,125.82292690377984,39.22979074830755,0.4616107742510068,2.356008822378882,-0.3829799263169399
"TRENT, ANGELONE, SUNPHARMA, ABCAPITAL, INFY",325.5085050117605,86.73580364308961,8.375534552972596,0.5568464939908728,3.159657210724966,-0.3972005859000833
"COFORGE, BHARTIARTL, ANGELONE, ABCAPITAL, INFY",322.05344815679825,77.45401147906446,10.545520767171478,0.5562356599829269,2.98176781416408,-0.3872398257963454
"TI, ANGELONE, SUNPHARMA, ABCAPITAL, INFY",319.08496771337093,69.56888551229969,9.868144321135652,0.5332779927670597,3.190463462508057,-0.3893932110041161
"BHARTIARTL, SUNPHARMA, HCG, BAJFINANCE, INFY",317.57620639544746,72.77083818144673,17.505022492907663,0.4634442455228091,2.064895212628579,-0.3987088903942754
"ARVIND, COFORGE, BHARTIARTL, SUNPHARMA, ABCAPITAL",309.8654983434713,100.41680936322854,25.978183901106775,0.4507512654436028,2.198867086474605,-0.3821225620797335
"TRENT, INDIAGLYCO, SUNPHARMA, CANBK, INFY",308.2424890947754,89.87236068075437,1.9636844575760204,0.4449105320458658,2.244512142986911,-0.3996636272227458
"BHARTIARTL, SUNPHARMA, UNIONBANK, ABCAPITAL, INFY",304.67820084304617,70.82997714004983,8.688368759051901,0.4602276970493812,2.121114384192229,-0.3781522562800122
"INDIAGLYCO, ANGELONE, SUNPHARMA, ABCAPITAL, INFY",301.28032227755506,73.40193663938797,8.787375910297634,0.5359840827512156,2.9266136658835418,-0.3850084921979453
"TI, BHARTIARTL, SUNPHARMA, UNIONBANK, INFY",292.2999276769633,82.56559191029203,3.670255326228955,0.4435709657978088,2.1435148918429503,-0.399227182580534
"BHARTIARTL, SUNPHARMA, UNIONBANK, BANKBARODA, BAJFINANCE",291.8765932012683,65.47959120570543,12.557648630858864,0.4506697186351791,1.966696987688327,-0.3774185578576724
"ANGELONE, SUNPHARMA, ABCAPITAL, BAJFINANCE, INFY",289.2029045780572,56.45859964792137,14.759473952322733,0.5223278445219858,2.960957816748868,-0.3852762690919815
"INDIAGLYCO, BHARTIARTL, SUNPHARMA, CANBK, INFY",280.8783365536155,80.63917411366202,2.3483663111513176,0.435919232905763,2.047071309281512,-0.3695252841190268
"COFORGE, BHARTIARTL, SUNPHARMA, UNIONBANK, INFY",265.09653802419024,87.735750971642,4.695730354232031,0.427055832705801,2.03254536920475,-0.3823574687027049
"COFORGE, BHARTIARTL, SUNPHARMA, HCG, INFY",263.16250281059285,91.85830180161652,11.899474505424234,0.4284362753542914,1.8972106734988017,-0.3994338842108763
"PRECWIRE, COFORGE, BHARTIARTL, SUNPHARMA, BANKBARODA",262.4167097922859,68.97385159853293,2.5647163438569764,0.4232825851612523,2.0414776092443154,-0.3936418771524829
"INDIAGLYCO, BHARTIARTL, ANGELONE, ABCAPITAL, INFY",260.774538349627,76.45067030111534,8.981879002151372,0.513380539230683,2.704370544756367,-0.3858462614947797
"BHARTIARTL, ANGELONE, ABCAPITAL, BAJFINANCE, INFY",260.01415428612404,61.66134599941533,15.541512972569294,0.515072113693293,2.748629986175173,-0.3902790202553772
"COFORGE, ANGELONE, SUNPHARMA, ABCAPITAL, INFY",259.25048332063494,66.51686707292555,9.367856772808004,0.507365180879451,2.6836942904341363,-0.3918875298585211
"PRECWIRE, ANGELONE, SUNPHARMA, ABCAPITAL, INFY",257.688260048924,72.4443448732257,8.839384863695553,0.498387421624676,2.8660703176948275,-0.370428803414634
"PRECWIRE, BHARTIARTL, ANGELONE, ABCAPITAL, INFY",245.6768878427171,69.07624953114639,9.086715455008566,0.4988918303959011,2.77039420462398,-0.3852596087420276
"COFORGE, BHARTIARTL, ANGELONE, SUNPHARMA, ABCAPITAL",236.4058599759422,86.15455241552257,24.64661997677176,0.5015119824169123,2.6697274186534306,-0.3824498458446412
"BHARTIARTL, ANGELONE, SUNPHARMA, ABCAPITAL, INFY",228.8717628039321,71.78710486370392,8.485149182665186,0.5027553161994657,2.5885100055527888,-0.3655869205532776
"BHARTIARTL, ANGELONE, BANKBARODA, ABCAPITAL, INFY",197.81928928984735,52.301141440955945,4.476725580693963,0.4619286357032058,2.619242400110211,-0.3997092932399055
